	record_number	catalogue_title	eng_host_item	courier_id	year	publication_date	pages	notes
7799	262562	What price water?	The UNESCO courier 52, 2 p. 17-36, illus. 114969 eng	 114969 eng	1999	1999|Feb. 1999	[17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]	
7800	115598	What's in a game?	The UNESCO courier 52, 4 p. 18-19, illus. 115591 eng	 115591 eng	1999	1999|Apr. 1999	[18, 19]	
7801	45968	What's in a game? How the children of Zaire play to learn	The UNESCO Courier: a window open on the world XXXI, 5 p. 16-17, illus. 74803 eng	 74803 eng	1978	1978	[16, 17]	
7802	105962	What's in a name?	The UNESCO courier: a window open on the world 50, 5 p. 32-35, illus. 105969 eng	 105969 eng	1997	1997|May 1997	[32, 33, 34, 35]	
7803	44015	What's in a name?	The UNESCO Courier: a window open on the world XXXII, 1 p. 27-31, illus. 74768 eng	 74768 eng	1979	1979	[27, 28, 29, 30, 31]	
7805	64936	What's new in archaeology?	The UNESCO Courier: a window open on the world XXXVIII, 7 p. 4-8, illus. 74930 eng	 74930 eng	1985	1985	[4, 5, 6, 7, 8]	
7806	53858	What's new in science teaching?	The UNESCO Courier: a window open on the world XXXVI, 8 p. 15-17, illus. 74700 eng	 74700 eng	1983	1983	[15, 16, 17]	
7807	50222	What's up in higher education? The findings of two UNESCO international inquiries	The UNESCO Courier: a window open on the world XXVII, 2 p. 30-33, 38, illus. 74868 eng	 74868 eng	1974	1974	[30, 31, 32, 33]	
7808	62767	A 'What's what' of libraries and archives	The UNESCO Courier: a window open on the world XXXVIII, 2 p. 34-37, illus. 62882 eng	 62882 eng	1985	1985	[34, 35, 36, 37]	
7809	68645	What's wrong on French farms? A unique TV experiment puts the question	The UNESCO Courier: a window open on the world IX, 5 p. 4-6, illus. 78152 eng	 78152 eng	1956	1956	[4, 5, 6]	Published in 3 editions
7810	64545	What shall we gain by the conquest of space?	The UNESCO Courier: a window open on the world XIII, 4 p. 23-25, illus. 64696 eng	 64696 eng	1960	1960	[23, 24, 25]	Published in 4 editions
7811	248130	What sharia is not	The UNESCO courier 1 p. 48-49, illus. 248106 eng	 248106 eng	2017	2017|Apr. - June 2017	[48, 49]	
7812	44092	What should we do with whizzkids?	The UNESCO Courier: a window open on the world XXXII, 3 p. 32-33, illus. 74769 eng	 74769 eng	1979	1979	[32, 33]	
7813	65275	What time is it? A fictitious sun gives us the answer	The UNESCO Courier: a window open on the world XII, 7/8 p. 11-12 65278 eng	 65278 eng	1959	1959	[11, 12]	Published in 4 editions
7814	32976	What TV is doing to our children	The UNESCO Courier: a window open on the world XVIII, 2 p. 22-26, illus. 31600 eng	 31600 eng	1965	1965	[22, 23, 24, 25, 26]	"Text based on ""The Effects of television on children and adolescents""."
7815	51847	What we saw in liberated Guinea-Bissau: an on-the-spot report of a special United Nations mission	The UNESCO Courier: a window open on the world XXVI, 11 p. 20-23, illus. 74894 eng	 74894 eng	1973	1973	[20, 21, 22, 23]	
7816	50927	What young people think about the elderly and aging	The UNESCO Courier: a window open on the world XXXV, 10 p. 22-26, illus. 74723 eng	 74723 eng	1982	1982	[22, 23, 24, 25, 26]	
7817	81707	The Wheelbarrow	The UNESCO Courier: a window open on the world XLI, 10 p. 29, illus. 81712 eng	 81712 eng	1988	1988	[29]	Abridged article from 'China, land of discovery and invention' by Robert K.G. Temple, American science writer, based on 'Science and civilisation in China, Cambridge University Press, 1954- , the results of Joseph Needham's investigations and those of his colleagues at the Needham Research Institute, to be complete in 25 vols.
7818	85180	Wheelers and dealers of Renaissance Europe	The UNESCO Courier: a window open on the world XLIII, 1 p. 32-36, illus. 85187 eng	 85187 eng	1990	1990	[32, 33, 34, 35, 36]	
7819	114715	When are we leaving?	The UNESCO courier 52, 1 p. 32-33, illus. 114699 eng	 114699 eng	1999	1999|Jan. 1999	[32, 33]	
7820	367839	Quand l'art investit la rue	The UNESCO courier 2 pages 21-23, illustrations 367693 eng	 367693 eng	2019	2019|Avril-juin 2019	[21, 22, 23]	
7821	66233	When can they get married? A U.N. inquiry	The UNESCO Courier: a window open on the world XI, 7 p. 7, illus. 66244 eng	 66244 eng	1958	1958	[7]	Published in 4 editions
7822	93428	When cities run riot	The UNESCO Courier: a window open on the world XLVI, 2 p. 8-12, illus. 93440 eng	 93440 eng	1993	1993	[8, 9, 10, 11, 12]	
7823	85174	When cocoa was used as currency	The UNESCO Courier: a window open on the world XLIII, 1 p. 16-19, illus. 85187 eng	 85187 eng	1990	1990	[16, 17, 18, 19]	
7824	121342	When computers chip away at our memories	The UNESCO courier 53, 12 p. 44-45, illus. 121326 eng	 121326 eng	2000	2000|Dec. 2000	[44, 45]	
7825	63357	When flight was silent	The UNESCO Courier: a window open on the world XVI, 9 p. 28-32, illus. 78356 eng	 78356 eng	1963	1963	[28, 29, 30, 31, 32]	
7826	122626	When girls go missing from the classroom	The UNESCO courier 54, 5 p. 13-14, illus. 122623 eng	 122623 eng	2001	2001|May 2001	[13, 14]	
7827	261311	When going to school is an act of faith	The UNESCO courier 1 p. 11-13, illus. 261279 eng	 261279 eng	2018	2018|Jan. - Mar. 2018	[11, 12, 13]	
7828	55486	When Greek meets Greek	The UNESCO Courier: a window open on the world XXXVI, 7 p. 16-18, illus. 74694 eng	 74694 eng	1983	1983	[16, 17, 18]	
7829	64584	When is a person considered blind?	The UNESCO Courier: a window open on the world XIII, 6 p. 4-5, illus. 64690 eng	 64690 eng	1960	1960	[4, 5]	Published in 4 editions
7830	94890	When less means more	The UNESCO Courier: a window open on the world XLVI, 7-8 p. 15-16, illus. 184071 eng	 184071 eng	1993	1993	[15, 16]	
7831	88510	When mapping became a science	The UNESCO courier: a window open on the world XLIV, 6 p. 31-34, illus. 88517 eng	 88517 eng	1991	1991	[31, 32, 33, 34]	
7832	96857	When memory plays tricks	The UNESCO courier: a window open on the world XLVII, 5 p. 35-37, illus. 96850 eng	 96850 eng	1994	1994	[35, 36, 37]	
7833	72244	When men and mountains meet: UNESCO ecology projects in the Alps	The UNESCO Courier: a window open on the world XL, 2 p. 9-10, illus., map 72293 eng	 72293 eng	1987	1987	[9, 10]	
7834	68744	When opera takes to the screen	The UNESCO Courier: a window open on the world XXXIX, 4 p. 26-30, illus. 68918 eng	 68918 eng	1986	1986	[26, 27, 28, 29, 30]	
7835	59768	When Orpheus struck the trembling lyre'	The UNESCO Courier: a window open on the world XX, 5 p. 9-11, illus. 59709 eng	 59709 eng	1967	1967	[9, 10, 11]	
7836	121210	When parents want out	The UNESCO courier 53, 11 p. 28-29, illus. 121198 eng	 121198 eng	2000	2000|Nov. 2000	[28, 29]	
7837	122753	When patients take the mike	The UNESCO courier 54, 6 p. 18-19, illus. 122747 eng	 122747 eng	2001	2001|June 2001	[18, 19]	
7838	193790	When poetry is louder than a bomb	The UNESCO courier 64, 3 p. 23-24, illus. 193773 eng	 193773 eng	2011	2011|July - Sept. 2011	[23, 24]	
7839	57781	When the earth shook in Khorassan	The UNESCO Courier: a window open on the world XXII, 2 p. 30-35, illus. 78289 eng	 78289 eng	1969	1969	[30, 31, 32, 33, 34, 35]	
7840	113637	When the kitchen does the cooking	The UNESCO courier 51, 10 p. 44-45, illus. 113615 eng	 113615 eng	1998	1998|Oct. 1998	[44, 45]	
7841	123774	When the media meet as one	The UNESCO courier 54, 10 p. 44-45, illus. 123798 eng	 123798 eng	2001	2001|Oct. 2001	[44, 45]	
7842	97270	When the Mombuttu women cried hosanna	The UNESCO courier: a window open on the world XLVII, 7/8 p. 52, illus. 97246 eng	 97246 eng	1994	1994	[52]	
7843	117900	When the press plugs the schoolbook gap	The UNESCO courier 52, 11 p. 14-16, illus. 117896 eng	 117896 eng	1999	1999|Nov. 1999	[14, 15, 16]	
7844	121328	When the rain in Spain is not enough	The UNESCO courier 53, 12 p. 10-12, illus. 121326 eng	 121326 eng	2000	2000|Dec. 2000	[10, 11, 12]	
7845	63734	When the Sahara desert was a blooming garden	The UNESCO Courier: a window open on the world XV, 5 p. 16-17, illus. 78354 eng	 78354 eng	1962	1962	[16, 17]	
7847	118790	When Tibetan eyes are smiling	The UNESCO courier 53, 2 p. 3-8, illus. 118789 eng	 118789 eng	2000	2000|Feb. 2000	[3, 4, 5, 6, 7, 8]	
7848	144879	When water becomes a political challenge	The UNESCO courier Mar. 2006 p. 7-8, illus. 191576 eng	 191576 eng	2006	2006|Mar. 2006	[7, 8]	Electronic version only
7849	112533	When women are the spoils of war	The UNESCO courier 51, 7/8 p. 64-66, illus. 112488 eng	 112488 eng	1998	1998|July - Aug. 1998	[64, 65, 66]	
7850	186754	When world heritage sites and biosphere reserves merge	The UNESCO courier 6 p. 13-15, illus. 186704 eng	 186704 eng	2009	2009|2009	[13, 14, 15]	Electronic version only
7851	185875	When world heritage sites and biosphere reserves merge	The UNESCO courier Special edition p. 17-19, illus. 185815 eng	 185815 eng	2009	2009|Oct. 2009	[17, 18, 19]	Reprinted from: The UNESCO courier, no. 6, 2009
7852	124284	When your university closes down...	The UNESCO courier 54, 11 p. 29, illus. 124272 eng	 124272 eng	2001	2001|Nov. 2001	[29]	
7853	85206	Where 'foreigner' means 'guest'	The UNESCO Courier: a window open on the world XLIII, 2 p. 25-28, illus. 85219 eng	 85219 eng	1990	1990	[25, 26, 27, 28]	
7854	93360	Where are they now?	The UNESCO Courier: a window open on the world XLVI, 1 p. 38-40, illus. 93364 eng	 93364 eng	1993	1993	[38, 39, 40]	
7855	104983	Where credit is due	The UNESCO courier: a window open on the world 50, 1 p. 18-20, illus. 105001 eng	 105001 eng	1997	1997|Jan. 1997	[18, 19, 20]	
7856	92763	Where danger roams	The UNESCO courier: a window open on the world XLV, 11 p. 30-31, illus. 92651 eng	 92651 eng	1992	1992	[30, 31]	
7857	52638	Where did the first Americans come from? Antarctica, Siberia or across the Pacific...	The UNESCO Courier: a window open on the world XXV, 8/9 p. 46-49, illus. 78279 eng	 78279 eng	1972	1972	[46, 47, 48, 49]	
7858	67499	Where did they come from? The foods we eat	The UNESCO Courier: a window open on the world X, 4 p. 9 67587 eng	 67587 eng	1957	1957	[9]	Published in 4 editions
7859	58766	Where do we stand in the war on hunger?	The UNESCO Courier: a window open on the world XXXVII, 4 p. 4 74679 eng	 74679 eng	1984	1984	[4]	"Taken from ""The World food and hunger problem: changing perspectives and possibilities, 1974-1984"" presented to the World Food Council."
7860	121922	Where drug firms fear to tread	The UNESCO courier 54, 2 p. 10-12, illus. 121920 eng	 121920 eng	2001	2001|Feb. 2001	[10, 11, 12]	
7861	124773	Where gods and men have mingled	The UNESCO courier 54, 12 p. 26-27, illus. 124785 eng	 124785 eng	2001	2001|Dec. 2001	[26, 27]	Pub. originally in the UNESCO courier of Sept. 1977
7862	69112	Where gods and men have mingled	The UNESCO Courier: a window open on the world XXXIX, 5/6 p. 25, illus. 69416 eng	 69416 eng	1986	1986	[25]	UNESCO 40th anniversary issue; a selection of articles in abridged form
7863	46681	Where gods and men have mingled	The UNESCO Courier: a window open on the world XXX, 8/9 p. 18-19, illus. 74814 eng	 74814 eng	1977	1977	[18, 19]	
7864	61313	Where I get my ideas'	The UNESCO Courier: a window open on the world XXXVII, 11 p. 8, 10, illus. 61306 eng	 61306 eng	1984	1984	[8]	
7865	213081	Where is humanism going?	The UNESCO courier 64, 4 p. 6-9, illus. 213061 eng	 213061 eng	2011	2011|Oct. - Dec. 2011	[6, 7, 8, 9]	
7866	57593	Where land meets sea	The UNESCO Courier: a window open on the world XXXVI, 12 p. 45, illus. 74708 eng	 74708 eng	1983	1983	[45]	
7867	74978	Where men group themselves in co-operative organizations economics and education go hand-in-hand	The UNESCO Courier III, 2 p. 3, illus. 74977 eng	 74977 eng	1950	1950|Mar. 1950	[3]	Published in 3 editions
7868	63835	Where risks are greatest: accidents in the home	The UNESCO Courier: a window open on the world XIV, 4 p. 6-7, illus. 35706 eng	 35706 eng	1961	1961	[6, 7]	
7870	52463	Where the future begins	The UNESCO Courier: a window open on the world XXXVI, 1 p. 4-9, illus. 74686 eng	 74686 eng	1983	1983	[4, 5, 6, 7, 8, 9]	
7871	49725	Where the husband is head cook and bottlewasher	The UNESCO Courier: a window open on the world XXVIII, 8/9 p. 56-57, illus. 74845 eng	 74845 eng	1975	1975|Aug. - Sept. 1975	[56, 57]	
7872	121201	Where the riches lie	The UNESCO courier 53, 11 p. 13 121198 eng	 121198 eng	2000	2000|Nov. 2000	[13]	
7873	100243	Where the rivers meet	The UNESCO courier: a window open on the world XLVIII, 5 p. 31-33, illus. 100259 eng	 100259 eng	1995	1995	[31, 32, 33]	
7874	67931	Where the sky is black	The UNESCO Courier: a window open on the world X, 9 p. 26-29, illus. 68057 eng	 68057 eng	1957	1957	[26, 27, 28, 29]	Published in 4 editions|Special issue
7875	112532	Where the spirits roam	The UNESCO courier 51, 7/8 p. 62-63, illus. 112488 eng	 112488 eng	1998	1998|July - Aug. 1998	[62, 63]	
7876	57944	Where there's a will: changing societies and motivation to learn	The UNESCO Courier: a window open on the world XXXVII, 2 p. 9-11, illus. 74676 eng	 74676 eng	1984	1984	[9, 10, 11]	
7877	64239	Where time stood still: the Galapagos Islands and their prehistoric creatures	The UNESCO Courier: a window open on the world XIV, 9 p. 28-32, illus. 64591 eng	 64591 eng	1961	1961	[28, 29, 30, 31, 32]	
7878	55449	Where town meets country: Bulgaria's post-war revolution in farming	The UNESCO Courier: a window open on the world XXXVI, 6 p. 28-29, illus. 74693 eng	 74693 eng	1983	1983	[28, 29]	
7879	62145	Where we stand with water desalting	The UNESCO Courier: a window open on the world XVII, 7/8 p. 28-31, illus. 62188 eng	 62188 eng	1964	1964	[28, 29, 30, 31]	Special double issue
7880	81641	Wherever there are sixteen children	The UNESCO Courier III, 11 p. 12, illus. 81616 eng	 81616 eng	1950	1950|Dec. 1950	[12]	Published in 3 editions
7881	90691	Which model of democracy?	The UNESCO courier: a window open on the world XLV, 2 p. 23-27, illus. 90699 eng	 90699 eng	1992	1992	[23, 24, 25, 26, 27]	
7882	121530	White fortresses in cyberspace	The UNESCO courier 54, 1 p. 44-46, illus. 121514 eng	 121514 eng	2001	2001|Jan. 2001	[44, 45, 46]	
7883	81722	Who are the Australians? An Australian historian looks at his country's development in the 200 years since European settlement	The UNESCO Courier: a window open on the world XLI, 12 p. 4-8, 10-11, illus. 81732 eng	 81732 eng	1988	1988|Dec. 1988	[4, 5, 6, 7, 8]	
7884	104408	Who are we?	The UNESCO courier: a window open on the world 49, 10 p. 44-46, illus. 104412 eng	 104412 eng	1996	1996|Oct. 1996	[44, 45, 46]	
7885	92277	Who benefits from debt-for-nature exchange?	The UNESCO courier: a window open on the world XLV, 9 p. 26-27, illus. 92231 eng	 92231 eng	1992	1992	[26, 27]	
7886	124274	Who calls the tune?	The UNESCO courier 54, 11 p. 21-22, illus. 124272 eng	 124272 eng	2001	2001|Nov. 2001	[21, 22]	
7887	114147	Who goes where?	The UNESCO courier 51, 11 p. 23-25, illus. 114138 eng	 114138 eng	1998	1998|Nov. 1998	[23, 24, 25]	
7888	90792	Who is really speaking in the environment debate?	The UNESCO courier: a window open on the world XLV, 3 p. 39-42, illus. 90796 eng	 90796 eng	1992	1992	[39, 40, 41, 42]	
7889	115862	Who owns science?	The UNESCO courier 52, 5 p. 17-19, illus. 115858 eng	 115858 eng	1999	1999|May 1999	[17, 18, 19]	
7892	46508	Who owns the oceans? The United Nations and the international community in search of a new law of the sea	The UNESCO Courier: a window open on the world XXX, 1 p. 4-8, illus. 74808 eng	 74808 eng	1977	1977	[4, 5, 6, 7, 8]	
7893	114978	Who pays the piper? Who calls the tune?	The UNESCO courier 52, 2 p. 22-24, illus. 114969 eng	 114969 eng	1999	1999|Feb. 1999	[22, 23, 24]	
7894	65850	Who's Who in the Mahabharata?	The UNESCO Courier: a window open on the world XXXVIII, 8 p. 26 66321 eng	 66321 eng	1985	1985	[26]	
7895	92997	Who should foot the bill?	The UNESCO courier: a window open on the world XLV, 12 p. 14-15, illus. 93019 eng	 93019 eng	1992	1992	[14, 15]	
7896	45983	Who teaches the teachers?	The UNESCO Courier: a window open on the world XXXI, 5 p. 31-32, illus. 74803 eng	 74803 eng	1978	1978	[31, 32]	
7897	98436	Who was responsible?	The UNESCO courier: a window open on the world XLVII, 10 p. 11-14, illus. 98493 eng	 98493 eng	1994	1994	[11, 12, 13, 14]	
7898	49777	Who were the Celts?	The UNESCO Courier: a window open on the world XXVIII, 12 p. 6-17, illus. 74849 eng	 74849 eng	1975	1975	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]	
7899	65252	Whose fault is it?	The UNESCO Courier: a window open on the world XII, 6 p. 16-19, illus. 78417 eng	 78417 eng	1959	1959	[16, 17, 18, 19]	Published in 4 editions
7900	63840	Whose fault is it? Why do car accidents happen?	The UNESCO Courier: a window open on the world XIV, 4 p. 14-16, illus. 35706 eng	 35706 eng	1961	1961	[14, 15, 16]	
7901	94417	Why?	The UNESCO Courier: a window open on the world XLVI, 6 p. 43, illus. 94420 eng	 94420 eng	1993	1993	[43]	
7902	32972	Why 1101=13: new approaches to mathematics teaching	The UNESCO Courier: a window open on the world XIX, 6 p. 22-29, illus. 32667 eng	 32667 eng	1966	1966	[22, 23, 24, 25, 26, 27, 28, 29]	
7903	67904	The Why and how of I.G.Y.	The UNESCO Courier: a window open on the world X, 9 p. 4-5, illus. 68057 eng	 68057 eng	1957	1957	[4, 5]	Published in 4 editions|Special issue
7904	66238	Why Japanese girls won't marry farmers	The UNESCO Courier: a window open on the world XI, 7 p. 10-12, illus. 66244 eng	 66244 eng	1958	1958	[10, 11, 12]	Published in 4 editions
7905	51828	Why marriage age, 16, civil majority, 18, voting age, 21?	The UNESCO Courier: a window open on the world XXVI, 10 p. 24-25, 28-31, illus. 74906 eng	 74906 eng	1973	1973	[24, 25]	"Article based on ""Rights and responsibilities of youth"" by the same author, UNESCO, 1972 (Educational studies and documents, No. 6.)"
7906	51814	The Why of the needle: the story of acupuncture and moxa	The UNESCO Courier: a window open on the world XXXV, 12 p. 46-49, illus. 74732 eng	 74732 eng	1982	1982	[46, 47, 48, 49]	"Article taken from ""Science in traditional China"", Chinese Univ. Press, Hong Kong, 1981."
7907	50362	Why people are frightened of family planning: a mother from Kenya explains	The UNESCO Courier: a window open on the world XXVII, 7/8 p. 57, illus. 74876 eng	 74876 eng	1974	1974	[57]	
7908	70877	Why there is a newsprint crisis	The UNESCO Courier V, 1 p. 10-11, illus. 73487 eng	 73487 eng	1952	1952	[10, 11]	Published in 3 editions
7909	93737	Why Ulysses?	The UNESCO Courier: a window open on the world XLVI, 4 p. 34-36, illus. 93750 eng	 93750 eng	1993	1993	[34, 35, 36]	
7910	63894	Why war? A letter from Albert Einstein to Sigmund Freud	The UNESCO Courier: a window open on the world XXXVIII, 5 p. 5 64501 eng	 64501 eng	1985	1985	[5]	Slightly abridged version of a letter written by Albert Einstein to Sigmund Freud, published in 1933
7911	30746	Why we are outward bound	The UNESCO Courier: a window open on the world XIX, 5 p. 27-30, illus. 28352 eng	 28352 eng	1966	1966	[27, 28, 29, 30]	
7912	74159	Why we fight	The UNESCO Courier II, 10 p. 12-13 74130 eng	 74130 eng	1949	1949	[12, 13]	
7913	82158	Why we need forests	The UNESCO Courier: a window open on the world XLII, 1 p. 10-11, illus. 82165 eng	 82165 eng	1989	1989	[10, 11]	
7914	189836	Why wildlife matters	The UNESCO courier 10 p. 32-35, illus. 189457 eng	 189457 eng	2008	2008|Oct. 2008	[32, 33, 34, 35]	Electronic version only
7915	77719	Why wildlife matters	The UNESCO Courier: a window open on the world XLI, 2 p. 18-21, illus. 77733 eng	 77733 eng	1988	1988|Feb. 1988	[18, 19, 20, 21]	
7916	45860	The Whys and wherefores of education tomorrow	The UNESCO Courier: a window open on the world XXXI, 3 p. 28-30, illus. 74786 eng	 74786 eng	1978	1978	[28, 29, 30]	
7917	44806	A Widening chasm between rich and poor: 900 million people still living in absolute poverty	The UNESCO Courier: a window open on the world XXXII, 11 p. 13-15, illus. 74780 eng	 74780 eng	1979	1979	[13, 14, 15]	
7918	50954	Wifredo Lam, 1902-1982	The UNESCO Courier: a window open on the world XXXV, 11 p. 27, port. 74796 eng	 74796 eng	1982	1982	[27]	
7919	63465	Wild life: nature has created unique species in the world's coldest climate	The UNESCO Courier: a window open on the world XV, 1 p. 36-40, illus. 63456 eng	 63456 eng	1962	1962	[36, 37, 38, 39, 40]	
7920	64103	Wild life as a world asset	The UNESCO Courier: a window open on the world XIV, 9 p. 15-17, illus. 64591 eng	 64591 eng	1961	1961	[15, 16, 17]	Published in 8 editions. Excerpts culled from the forthcoming UNESCO book on East African wild life
7921	120155	The Wildlife trade: poacher or gamekeeper?	The UNESCO courier 53, 7 p. 12-14, illus. 120152 eng	 120152 eng	2000	2000|July - Aug. 2000	[12, 13, 14]	
7922	69104	Will deserts drink icebergs?	The UNESCO Courier: a window open on the world XXXIX, 5/6 p. 18, illus. 69416 eng	 69416 eng	1986	1986	[18]	UNESCO 40th anniversary issue; a selection of articles in abridged form
7923	45710	Will deserts drink icebergs?	The UNESCO Courier: a window open on the world XXXI, 2 p.17-22, illus. 74785 eng	 74785 eng	1978	1978	[17, 18, 19, 20, 21, 22]	
7924	118793	Will education go to market?	The UNESCO courier 53, 2 p. 14-16, illus. 118789 eng	 118789 eng	2000	2000|Feb. 2000	[14, 15, 16]	
7925	187298	The Will for peace	The UNESCO Courier: a window open on the world XXXII, 4 p. 4-5, illus. 74770 eng	 74770 eng	1979	1979	[4, 5]	
7926	116590	Will market forces rule?	The UNESCO courier 52, 7 p. 35-36, illus. 116578 eng	 116578 eng	1999	1999|July - Aug. 1999	[35, 36]	
7927	121528	Will the College crumble?	The UNESCO courier 54, 1 p. 38-40, illus. 121514 eng	 121514 eng	2001	2001|Jan. 2001	[38, 39, 40]	
7928	63668	Will the Indian Ocean yield its secrets? Twenty-nation scientific expedition	The UNESCO Courier: a window open on the world XV, 10 p. 29-32, illus., map 63659 eng	 63659 eng	1962	1962	[29, 30, 31, 32]	
7930	52800	The Will to peace: message of His Holiness Pope Paul VI	The UNESCO Courier: a window open on the world XXIV, 2 p. 22-23, illus. 78266 eng	 78266 eng	1971	1971	[22, 23]	
7931	67688	William Blake: in a world of visions	The UNESCO Courier: a window open on the world X, 8 p. 40-41, illus. 67651 eng	 67651 eng	1957	1957	[40, 41]	Published in 4 editions
7932	62911	William Shakespeare, year four hundred	The UNESCO Courier: a window open on the world XVII, 5 p. 12-13, 18-19, illus. 61952 eng	 61952 eng	1964	1964	[12, 13]	
7933	100553	Windows of opportunity	The UNESCO courier: a window open on the world XLVIII, 7/8 p. 29-31, illus. 100576 eng	 100576 eng	1995	1995	[29, 30, 31]	
7934	68121	Winds	The UNESCO Courier: a window open on the world XXXIX, 1 p. 14 68108 eng	 68108 eng	1986	1986	[14]	Extract from 'The Pillow book'(Makura no Soshi) by Sei Shonagon, translated from the Japanese and edited by Ivan Morris, Columbia University Press and Oxford University Press, 1967
7936	86016	Winds of freedom	The UNESCO Courier: a window open on the world XLIII, 6 p. 10-11, port. 86025 eng	 86025 eng	1990	1990	[10, 11]	
7937	119481	Winners and losers	The UNESCO courier 53, 4 p. 20-21, map 119473 eng	 119473 eng	2000	2000|Apr. 2000	[20, 21]	
7938	191748	Winning at any cost?	The UNESCO courier Sept. 2006 p. 3-4, illus. 191579 eng	 191579 eng	2006	2006|Sept. 2006	[3, 4]	Electronic version only
7939	46665	A Winning battle against destruction: desert science is turning the steppes of Central Asia green	The UNESCO Courier: a window open on the world XXX, 7 p. 18-22, illus. 74813 eng	 74813 eng	1977	1977	[18, 19, 20, 21, 22]	
7940	121212	Wiring up the ivory towers	The UNESCO courier 53, 11 p. 31-32, illus. 121198 eng	 121198 eng	2000	2000|Nov. 2000	[31, 32]	
7941	67608	The Wisdom of Al-Gahiz crosses the frontiers	The UNESCO Courier: a window open on the world X, 6 p. 12-13, illus. 67562 eng	 67562 eng	1957	1957	[12, 13]	Published in 4 editions
7942	70193	The Wisdom of Ul-Jahiz crosses the frontier	The UNESCO Courier VI, 2 p. 13, illus. 70186 eng	 70186 eng	1953	1953	[13]	Published in 3 editions
7943	189520	Witch doctors and psychoanalysis	The UNESCO Courier: a window open on the world IX, 7/8 p. 8, 10 68778 eng	 68778 eng	1956	1956|July - Aug. 1956	[8, 10]	Published in 3 editions
7944	162780	Witch-doctors and psychoanalysis	The UNESCO courier 5 p. 31-35, illus. 162711 eng	 162711 eng	2008	2008|2008	[31, 32, 33, 34, 35]	Reprinted from: The UNESCO courier, vol. 9, nos. 7-8, 1956
7946	122750	With Bolivar we go	The UNESCO courier 54, 6 p. 13-15, illus. 122747 eng	 122747 eng	2001	2001|June 2001	[13, 14, 15]	
7947	49672	With food and justice for all	The UNESCO Courier: a window open on the world XXVIII, 5 p. 4-11, 36-37, illus. 74841 eng	 74841 eng	1975	1975	[4, 5, 6, 7, 8, 9, 10, 11]	
7948	71052	With the jungle health patrol	The UNESCO Courier V, 5 p. 6-7, illus. 71048 eng	 71048 eng	1952	1952	[6, 7]	Published in 3 editions
7950	77726	The Wolf: a man-made scapegoat	The UNESCO Courier: a window open on the world XLI, 2 p. 22-23, illus. 77733 eng	 77733 eng	1988	1988|Feb. 1988	[22, 23]	
7951	119994	A Woman in the lion's den	The UNESCO courier 53, 6 p. 30-31, illus. 119966 eng	 119966 eng	2000	2000|June 2000	[30, 31]	
7952	46058	A Woman of high degree: 300 years' ago, Elena Lucrezia Cornaro Piscopia became the world's first woman Ph.D.	The UNESCO Courier: a window open on the world XXXI, 7 p. 12-13, illus., port. 74805 eng	 74805 eng	1978	1978	[12, 13]	
7953	50020	The Woman revolution	The UNESCO Courier: a window open on the world XXXV, 7 p. 30-34, illus. 74720 eng	 74720 eng	1982	1982	[30, 31, 32, 33, 34]	
7955	67527	A Woman's life in an African village, part 2: Business affairs, extensive freedom, raising a family	The UNESCO Courier: a window open on the world X, 5 p. 14-15, 32-33, illus. 78160 eng	 78160 eng	1957	1957	[14, 15]	Published in 4 editions
7956	74661	Woman's struggle to attain her rights	The UNESCO Courier IV, 12 p. 8-9, illus. 74673 eng	 74673 eng	1951	1951	[8, 9]	Published in 3 editions
7957	21124	The Woman we called 'la patronne'	The UNESCO Courier: a window open on the world XX, 10 p. 22-24, illus. 78370 eng	 78370 eng	1967	1967	[22, 23, 24]	
7960	41077	Women and apartheid: black South African women stand on the lowest rung of the ladder of oppression	The UNESCO Courier: a window open on the world XXXIII, 7 p. 13-17, illus. 74760 eng	 74760 eng	1980	1980	[13, 14, 15, 16, 17]	
7961	90780	Women and nature, an alliance for survival	The UNESCO courier: a window open on the world XLV, 3 p. 14-18, illus. 90796 eng	 90796 eng	1992	1992	[14, 15, 16, 17, 18]	
7962	179887	Women are the future of mankind	The UNESCO courier 7 p. 10-11, illus. 179880 eng	 179880 eng	2008	2008|2008	[10, 11]	Electronic version only
7963	46271	Women at work: a European profile	The UNESCO Courier: a window open on the world XXXI, 11 p. 18-22, illus. 74806 eng	 74806 eng	1978	1978	[18, 19, 20, 21, 22]	"Article adapted from a report prepared for the UN on ""Changes in the roles of men and women in Europe""."
7966	71108	Women have always been men's equals in Burma	The UNESCO Courier V, 8/9 p. 4-5, illus. 71135 eng	 71135 eng	1952	1952	[4, 5]	Published in 3 editions
7967	69472	Women in politics	The UNESCO Courier: a window open on the world VIII, 11 p. 21, 24-26, illus. 69853 eng	 69853 eng	1955	1955	[21]	Published in 3 editions|Article comprising conclusions drawn by Maurice Duverger on results of investigations into the part played by women in politics in Norway, France, Yugoslavia and Germany FR, published in: 'The Political role of women' by UNESCO
